    0.281811866133719890E-01    0.787473609577196726E+03    0.153507386945825997E+00    0.423513504943990498E+02    0.549646232086535892E+05    0.628324235974714429E+00    0.175681110795055384E+00    0.575952293788814362E+01    0.415297397229832921E+01    0.112992686011073418E+01    0.292851318558194151E+01   -0.237762963577843989E+01    0.982146394896628652E-02   -0.658192385785506096E+00    0.311015976171118491E+05
    0.288836351325175746E-01    0.802514090104085199E+03    0.104917576210748820E+00    0.423513672543962656E+02    0.549646245770256937E+05    0.584538319995444255E+00    0.277788621426332649E+00    0.666625222319909216E+01    0.446289021898065741E+01    0.108052924637557535E+01    0.295138230741255692E+01   -0.227794424553337738E+01    0.114634542029770595E+00   -0.679350684905389524E+00    0.311018577890144406E+05
    0.298238166926694907E-01    0.912955374481060971E+03    0.866131604969182407E-02    0.423513136518991686E+02    0.549646235648846341E+05    0.327532660795268271E+00    0.810416398593257481E-01    0.723605801136892435E+01    0.519398427850430355E+01    0.110854680337644029E+01   -0.973156722801108209E+00   -0.225760704698202641E+01    0.144536696046988516E+00   -0.676586878322169794E+00    0.311028574480408461E+05
    0.270052861325974988E-01    0.778326191005209694E+03    0.152833349611397745E+00    0.423512000384042935E+02    0.549646261106501843E+05    0.918836955742171391E+00    0.653781219887695358E-01    0.723663359014256269E+01    0.524748943702462789E+01    0.106706553759844880E+01   -0.946305275219959441E+00   -0.230135482121741575E+01    0.370525048655905409E+00   -0.617879434392045956E+00    0.311029749527074928E+05
    0.279921292704653005E-01    0.793219965451394955E+03    0.776617862930660818E-01    0.423511651458133045E+02    0.549646261938470489E+05    0.629237631330632041E+00    0.228095103007951133E+00    0.539260720781059799E+01    0.368615986400685447E+01    0.122331556288471432E+01   -0.919537614097556411E+00   -0.223273806714337875E+01    0.178617383398169544E-01   -0.663041716195441500E+00    0.311043055765706267E+05
    0.279273287925636167E-01    0.875545524493678840E+03    0.311123052591148509E-01    0.423512087231762280E+02    0.549646246861377076E+05    0.234411155469036070E+00    0.502325060498115761E+00    0.723604337426221722E+01    0.520522677207134166E+01    0.111878331776344453E+01   -0.979390436342184034E+00   -0.233978219703283097E+01    0.205271421162505074E+00   -0.635283140982479400E+00    0.311062447954776835E+05
    0.295384122398871969E-01    0.811098641317967122E+03    0.672322305847218582E-01    0.423512053815863823E+02    0.549646284184360120E+05    0.540939824806325520E+00    0.345019648072599994E+00    0.723519895576274941E+01    0.448380983023163182E+01    0.118230307015676228E+01   -0.957719478324888573E+00   -0.225530867968049931E+01    0.853244952603891688E-01   -0.692753573288394930E+00    0.311065975652345551E+05
    0.280068125195758848E-01    0.803824031497734950E+03    0.143799207326894551E+00    0.423511675046217064E+02    0.549646264371474754E+05    0.783125539591779440E+00    0.570465476847192912E-01    0.723591285678437846E+01    0.528929749786689296E+01    0.112210783220026067E+01   -0.971684448700001147E+00   -0.229458883570118655E+01    0.277415236013038913E+00   -0.649604113268990591E+00    0.311066212108712534E+05
    0.278587887038210733E-01    0.845694341296403536E+03    0.905537157257895928E-03    0.423512450533231615E+02    0.549646261930266846E+05    0.222346853678803441E+00    0.640039237202074673E+00    0.723624390918265092E+01    0.492200407873229828E+01    0.112139728557910012E+01   -0.969988012068591310E+00   -0.233226654084101215E+01    0.279163714479652270E+00   -0.639242530041136181E+00    0.311067075012191744E+05
    0.282434249447201073E-01    0.804715060968987927E+03    0.110944662638054803E+00    0.423514216923357907E+02    0.549646219292839887E+05    0.624270394248008342E+00    0.124497789920671051E+00    0.723548159150983228E+01    0.473548143359992668E+01    0.116515224192173172E+01   -0.955831733892986590E+00   -0.230132479298116177E+01    0.275527025405043480E+00   -0.652337512742977688E+00    0.311068957009922342E+05
    0.289508127206527903E-01    0.858272363728287360E+03    0.901477872490860470E-02    0.423512034338556944E+02    0.549646254352420656E+05    0.509976137809288632E+00    0.156359817587957667E+00    0.723695873438392834E+01    0.510189707753166388E+01    0.106228784904538287E+01   -0.991833902333111528E+00   -0.226584890243319181E+01    0.172632317286842224E+00   -0.676365120456066782E+00    0.311071161413436166E+05
    0.275814388262701146E-01    0.782091897045260566E+03    0.722235957993272448E-01    0.423512664443571296E+02    0.549646263759541762E+05    0.870958226827068693E+00    0.122225197683843198E+00    0.872792538103026772E+01    0.542818677139259265E+01    0.109418760147266569E+01   -0.956061406196510255E+00   -0.228668803270640364E+01    0.215569166093901587E+00   -0.635714427358963885E+00    0.311072841482170006E+05
    0.273972350990652098E-01    0.812452254705440623E+03    0.787509470796975142E-01    0.423511739892510093E+02    0.549646258888068915E+05    0.566315164368227930E+00    0.151515977178042438E+00    0.723599941984222905E+01    0.506252373654583732E+01    0.112634850815499132E+01   -0.984183855155071674E+00   -0.230916701642491340E+01    0.401150863196113594E+00   -0.629550352399315005E+00    0.311073170842889995E+05
    0.286492114506178563E-01    0.796570249614616159E+03    0.570968110516912545E-02    0.423513129911629775E+02    0.549646247878963986E+05    0.916557209240902671E+00    0.120109224971610945E+00    0.872710123855165243E+01    0.516433631935032444E+01    0.114914329994928144E+01   -0.950804307371733826E+00   -0.223807406963553701E+01    0.258614378335660540E-01   -0.665550695043335416E+00    0.311073479391118635E+05
    0.292180710481631037E-01    0.794043489872094028E+03    0.920402409148261824E-01    0.423512456574452898E+02    0.549646242989334205E+05    0.601304422595026256E+00    0.161845019130404999E+00    0.618013055606159423E+01    0.488606160783382215E+01    0.115908350633681345E+01   -0.951770552750804466E+00   -0.225379941012066087E+01    0.729653882724118907E-01   -0.684027678768815206E+00    0.311073496082984966E+05
    0.299377375027511418E-01    0.819189091890448026E+03    0.205246887457969235E-01    0.423513323535888446E+02    0.549646241404114262E+05    0.577904445098662012E+00    0.957164212956678889E-01    0.872754453818665610E+01    0.554382953300155012E+01    0.112319492314724445E+01   -0.989396913693119884E+00   -0.230208377355337523E+01    0.399228118273212751E+00   -0.702056581669864732E+00    0.311073614233840744E+05
    0.281377359432689808E-01    0.814522182185419751E+03    0.974631539830656674E-01    0.423512282438308461E+02    0.549646261279451137E+05    0.363349950649799525E+00    0.248083239816474621E+00    0.723613834203355655E+01    0.481586761161360855E+01    0.114205023036085995E+01   -0.953060024855466370E+00   -0.227909102468298252E+01    0.119267979866132467E+00   -0.635123086319947072E+00    0.311073624981532157E+05
    0.297013714196650222E-01    0.843378872972023828E+03    0.101016703425764492E+00    0.423511965087830760E+02    0.549646270579002157E+05    0.488546604940947371E+00    0.105006518809753147E+00    0.617990018079740544E+01    0.447332462120404362E+01    0.114813210387088138E+01   -0.971817178067937437E+00   -0.220350319649379145E+01    0.181108260723128273E+00   -0.686656073932344291E+00    0.311073680586644441E+05
    0.277766893575248988E-01    0.803336502114831205E+03    0.107930486339911036E+00    0.423512138942944745E+02    0.549646265982864643E+05    0.559084101864572580E+00    0.159074736302018044E+00    0.617997501407705396E+01    0.433759783199184223E+01    0.115338878362306829E+01   -0.931117020291462705E+00   -0.230020182015606256E+01    0.228483229654660919E+00   -0.654686794549149909E+00    0.311074599224029407E+05
    0.289387574068394847E-01    0.819145166380064325E+03    0.263531118254628528E-01    0.423514529788739509E+02    0.549646229468390520E+05    0.606810021603375049E+00    0.254267770470497312E+00    0.723587453651925383E+01    0.478860313374100155E+01    0.112341208970451700E+01   -0.960269249784527323E+00   -0.225679932129587169E+01    0.112962812664530177E+00   -0.687158923116361731E+00    0.311075525467668886E+05
    0.293260468965150373E-01    0.792499548799716081E+03    0.473252817988352864E-01    0.423511068792967791E+02    0.549646294221084681E+05    0.668881582582906753E+00    0.231624183972063691E+00    0.723537013316770938E+01    0.479172254208051029E+01    0.115387557708658894E+01   -0.984147650716046929E+00   -0.226713020497016648E+01    0.220712641491247086E+00   -0.699067888705844243E+00    0.311078499170139294E+05
    0.290737996754238184E-01    0.852946316721941798E+03    0.449067242215794166E-01    0.423513151300954007E+02    0.549646221481589018E+05    0.480423821441987808E+00    0.687837626018317910E-01    0.723620751327364786E+01    0.554689695740850475E+01    0.112494238038536376E+01   -0.990191927184387088E+00   -0.227708380015589462E+01    0.317380930813337514E+00   -0.659874617732517876E+00    0.311079270759225219E+05
    0.283669936003974991E-01    0.861560418328221317E+03    0.224463557722584979E-01    0.423511370079384264E+02    0.549646262384529255E+05    0.443505927553176416E+00    0.227091900421514198E+00    0.618037181156169702E+01    0.465830031387127175E+01    0.112173636619528150E+01   -0.975646947859943769E+00   -0.226887401144615364E+01    0.176686201612722277E+00   -0.652075536768423447E+00    0.311081225887209985E+05
    0.294945297746537459E-01    0.837713284415316707E+03    0.916638094351030636E-01    0.423511542758993969E+02    0.549646283029012266E+05    0.611518635182772941E+00    0.138940215743033196E+00    0.618005996132863178E+01    0.449555449196650869E+01    0.114900031480784093E+01   -0.943676826131041091E+00   -0.225548300040338034E+01    0.626654280259992952E-01   -0.692060077094127091E+00    0.311081522324201396E+05
    0.299288968173362091E-01    0.829599227725375044E+03    0.801572596101593760E-01    0.423511676053651342E+02    0.549646264293030836E+05    0.681722342997952202E+00    0.722814769198516505E-01    0.872795369774719454E+01    0.610395038799943190E+01    0.108842790535563272E+01   -0.984872995554298414E+00   -0.228901838073977570E+01    0.316044632210993215E+00   -0.695877936095269600E+00    0.311083170338349264E+05
    0.291819698454540977E-01    0.785908880122044252E+03    0.115637202544727632E+00    0.423511837290476194E+02    0.549646264527913590E+05    0.618234159804112560E+00    0.251738484102233429E+00    0.723601267755760880E+01    0.500637706666786642E+01    0.114954961723259941E+01   -0.986919552316819937E+00   -0.227604000529212280E+01    0.285028652665004101E+00   -0.704699288478162877E+00    0.311083715199848994E+05
    0.288990957645351154E-01    0.766401901651041726E+03    0.686945436305686358E-01    0.423514278651480112E+02    0.549646226229254898E+05    0.737115936124142390E+00    0.175704901450149609E+00    0.723583098132987157E+01    0.489621388693122039E+01    0.114601314206654892E+01   -0.967257664569735720E+00   -0.224841741911211201E+01    0.380665165379062698E+00   -0.689601939756738225E+00    0.311086141145712791E+05
    0.286234798620802859E-01    0.844295606501344878E+03    0.512884723098787874E-02    0.423512696248325895E+02    0.549646247406424518E+05    0.751168996499155028E+00    0.115985845714971905E+00    0.723658654551664782E+01    0.527022294522877388E+01    0.109876518084348640E+01   -0.981589254022347202E+00   -0.227428576967736973E+01    0.532997194077343361E+00   -0.673246085711618369E+00    0.311086427473081822E+05
    0.292346360906601960E-01    0.773725327499402056E+03    0.151485196088617602E+00    0.423511456041898171E+02    0.549646284459760864E+05    0.751800438084096689E+00    0.113605796347872795E+00    0.872769466259759952E+01    0.554739404282549753E+01    0.111586400850035883E+01   -0.974981820222248108E+00   -0.226150255386779442E+01    0.181220348210751087E+00   -0.690735594041342660E+00    0.311087247768195193E+05
    0.282581019747522970E-01    0.809187674381948796E+03    0.175764513440907932E+00    0.423512806697566973E+02    0.549646247087162119E+05    0.653604225134662098E+00    0.570394770534189133E-01    0.723634427829426929E+01    0.469471519018622008E+01    0.109278450128488003E+01   -0.979045467305904471E+00   -0.228988155407873561E+01    0.197575682417189424E+00   -0.653947648189441511E+00    0.311088293090476109E+05
    0.279699677421232952E-01    0.767655614594363669E+03    0.100256711416265729E+00    0.423512837028313314E+02    0.549646254915616155E+05    0.799360856550816679E+00    0.231772226872958398E+00    0.618027690213178538E+01    0.454383741162222066E+01    0.112224725498240074E+01   -0.972249367016777666E+00   -0.225372270383316842E+01    0.932738573418768063E-01   -0.674249775168808574E+00    0.311089148911115444E+05
    0.296735615736210823E-01    0.798727097091095516E+03    0.187948426785180034E+00    0.423511929379133605E+02    0.549646266235775620E+05    0.467003038561870532E+00    0.172160290120143278E+00    0.723640114212115737E+01    0.472687783632041114E+01    0.113059781675943283E+01   -0.990043956905079292E+00   -0.223814110039429659E+01    0.577924621087336152E-01   -0.693883110380125734E+00    0.311089545301495273E+05
    0.308919146745132468E-01    0.838896299852661514E+03    0.590827070376506933E-01    0.423510278819956625E+02    0.549646303445679150E+05    0.496410629995937547E+00    0.128583041691756217E+00    0.723637458688212032E+01    0.528266319795402506E+01    0.107332213414956690E+01   -0.986888195322869644E+00   -0.223548609346086646E+01    0.382137563934860161E-01   -0.722114469084120802E+00    0.311089557141593796E+05
    0.301807754960294987E-01    0.787398489288246765E+03    0.966360102638503110E-01    0.423511051002021404E+02    0.549646271622032655E+05    0.780710039156308100E+00    0.223145310933829999E+00    0.723607399503272131E+01    0.522207013425849365E+01    0.113574291932132776E+01   -0.987815415378526351E+00   -0.225684751253153149E+01    0.282641959675996091E+00   -0.732807404690775543E+00    0.311089624520421166E+05
    0.286277779016736525E-01    0.806229488534154939E+03    0.119925189655537542E+00    0.423511824717590315E+02    0.549646269543390226E+05    0.879347747576850081E+00    0.616036717670855535E-01    0.723570862811578230E+01    0.472418407314482636E+01    0.115231165933856539E+01   -0.952137191679471862E+00   -0.226493943283607990E+01    0.170520503160056347E+00   -0.664563283235713564E+00    0.311090139909816535E+05
